Epoch,Learning Rate,Training Loss,Validation Loss,Loss Difference
31,9.999999747378752e-05,0.0023423151578754187,0.0007616125512868166,0.001580702606588602
32,9.999999747378752e-05,0.0023073905613273382,0.001194705255329609,0.0011126853059977293
33,9.999999747378752e-05,0.0022905520163476467,0.0006681483937427402,0.0016224036226049066
34,9.999999747378752e-05,0.002264826325699687,0.0014027695870026946,0.0008620567386969924
35,4.999999873689376e-05,0.002233509672805667,0.0004905127570964396,0.0017429969157092273
36,4.999999873689376e-05,0.002091304399073124,0.0005679554305970669,0.001523348968476057
37,4.999999873689376e-05,0.002045569708570838,0.0006141749327071011,0.0014313947758637369
38,4.999999873689376e-05,0.002029427792876959,0.0005452680052258074,0.0014841597876511514
39,4.999999873689376e-05,0.0020159778650850058,0.00046887813368812203,0.0015470997313968837
40,4.999999873689376e-05,0.0019988305866718292,0.0003386809548828751,0.0016601496317889541
41,4.999999873689376e-05,0.0019710606429725885,0.0004005693772342056,0.001570491265738383
42,4.999999873689376e-05,0.0019626314751803875,0.0005496412049978971,0.0014129902701824903
43,4.999999873689376e-05,0.0019442030461505055,0.000562703819014132,0.0013814992271363735
44,4.999999873689376e-05,0.0019527544500306249,0.0004826583026442677,0.0014700961473863572
45,2.499999936844688e-05,0.0019257416715845466,0.0005509902257472277,0.001374751445837319
46,2.499999936844688e-05,0.0018625124357640743,0.00042862576083280146,0.0014338866749312729
47,2.499999936844688e-05,0.0018360079266130924,0.000382880971301347,0.0014531269553117454
48,2.499999936844688e-05,0.0018277796916663647,0.0003115875879302621,0.0015161921037361026
49,2.499999936844688e-05,0.0018413865473121405,0.00039186133653856814,0.0014495252107735723
50,1.249999968422344e-05,0.0018282012315467,0.0003710923483595252,0.0014571088831871748
51,1.249999968422344e-05,0.001782720093615353,0.00036050661583431065,0.0014222134777810425
52,1.249999968422344e-05,0.0017817948246374726,0.00032677853596396744,0.0014550162886735052
53,1.249999968422344e-05,0.0017838081112131476,0.0003718199150171131,0.0014119881961960346
54,1.249999968422344e-05,0.0017674759728834033,0.00034709018655121326,0.00142038578633219
55,6.24999984211172e-06,0.00176422786898911,0.0003444093745201826,0.0014198184944689274
56,6.24999984211172e-06,0.0017462702235206962,0.00028420303715392947,0.0014620671863667667
57,6.24999984211172e-06,0.0017470518359914422,0.0002836405183188617,0.0014634113176725805
58,6.24999984211172e-06,0.0017393110319972038,0.00032539834501221776,0.001413912686984986
59,6.24999984211172e-06,0.001743259490467608,0.00030547514325007796,0.00143778434721753
60,3.12499992105586e-06,0.0017328737303614616,0.00030319669167511165,0.00142967703868635
61,3.12499992105586e-06,0.0017344369553029537,0.00029146490851417184,0.0014429720467887819
62,3.12499992105586e-06,0.0017314513679593801,0.0002784597163554281,0.001452991651603952
63,3.12499992105586e-06,0.00172526016831398,0.0002793405146803707,0.0014459196536336094
64,3.12499992105586e-06,0.0017240201123058796,0.00027426503947936,0.0014497550728265196
65,1.56249996052793e-06,0.0017208155477419496,0.00028177426429465413,0.0014390412834472954
66,1.56249996052793e-06,0.0017202331218868494,0.00027083695749752223,0.0014493961643893272
67,1.56249996052793e-06,0.0017148418119177222,0.000275263621006161,0.0014395781909115613
68,1.56249996052793e-06,0.0017048472072929144,0.0002718202886171639,0.0014330269186757505
69,1.56249996052793e-06,0.0017144179437309504,0.00027692486764863133,0.001437493076082319
70,7.81249980263965e-07,0.0017079429235309362,0.00028244464192539454,0.0014254982816055417
71,7.81249980263965e-07,0.0017080934485420585,0.00028915455914102495,0.0014189388894010335
72,7.81249980263965e-07,0.0017110166372731328,0.000277790823020041,0.0014332258142530918
73,7.81249980263965e-07,0.001711669028736651,0.0002886895672418177,0.0014229794614948332
74,7.81249980263965e-07,0.001713222125545144,0.0002731858112383634,0.0014400363143067807
1,9.999999747378752e-05,0.6720626950263977,0.4385605454444885,0.23350214958190918
2,9.999999747378752e-05,0.4316267967224121,0.34721696376800537,0.08440983295440674
3,9.999999747378752e-05,0.3325805068016052,0.27533745765686035,0.05724304914474487
4,9.999999747378752e-05,0.2446703165769577,0.19515487551689148,0.04951544106006622
5,9.999999747378752e-05,0.15871921181678772,0.1143474280834198,0.04437178373336792
6,9.999999747378752e-05,0.08533775806427002,0.0533241406083107,0.03201361745595932
7,9.999999747378752e-05,0.03890848532319069,0.02265085279941559,0.0162576325237751
8,9.999999747378752e-05,0.018047332763671875,0.009639651514589787,0.008407681249082088
1,9.999999747378752e-05,0.7210845947265625,0.4810093641281128,0.2400752305984497
2,9.999999747378752e-05,0.4443526268005371,0.3563467860221863,0.08800584077835083
3,9.999999747378752e-05,0.3426685631275177,0.28233030438423157,0.06033825874328613
4,9.999999747378752e-05,0.25421103835105896,0.20492422580718994,0.04928681254386902
5,9.999999747378752e-05,0.16896401345729828,0.12362027168273926,0.04534374177455902
6,9.999999747378752e-05,0.09399795532226562,0.061133891344070435,0.03286406397819519
7,9.999999747378752e-05,0.04419248551130295,0.025563372299075127,0.01862911321222782
8,9.999999747378752e-05,0.020610228180885315,0.01189395785331726,0.008716270327568054
1,9.999999747378752e-05,0.6385799646377563,0.4455457031726837,0.19303426146507263
2,9.999999747378752e-05,0.41593098640441895,0.339372456073761,0.07655853033065796
3,9.999999747378752e-05,0.3224945068359375,0.26136717200279236,0.06112733483314514
4,9.999999747378752e-05,0.23458519577980042,0.1855378895998001,0.049047306180000305
5,9.999999747378752e-05,0.1534924954175949,0.11013301461935043,0.043359480798244476
6,9.999999747378752e-05,0.08457250893115997,0.05329877883195877,0.0312737300992012
7,9.999999747378752e-05,0.04123017191886902,0.023787610232830048,0.01744256168603897
8,9.999999747378752e-05,0.02136414498090744,0.012878475710749626,0.008485669270157814
1,9.999999747378752e-05,0.6335154175758362,0.44275104999542236,0.19076436758041382
2,9.999999747378752e-05,0.42201370000839233,0.3391617238521576,0.08285197615623474
3,9.999999747378752e-05,0.323271781206131,0.2691085636615753,0.054163217544555664
4,9.999999747378752e-05,0.2363731861114502,0.18846064805984497,0.047912538051605225
5,9.999999747378752e-05,0.15328437089920044,0.1104186400771141,0.042865730822086334
6,9.999999747378752e-05,0.08352737873792648,0.05351031571626663,0.03001706302165985
7,9.999999747378752e-05,0.03952810913324356,0.02333027310669422,0.01619783602654934
8,9.999999747378752e-05,0.019705655053257942,0.011462557129561901,0.008243097923696041
